player_name,team,country,maps_played,rounds_played,total_kills,total_deaths,total_assists,headshot_percentage,kills_per_round,deaths_per_round,assists_per_round,damage_per_round,rating,opening_kills,opening_deaths,clutch_wins,kdr,impact_score,survival_rate,assist_contribution,opening_duel_win_rate,consistency_score,performance_index,performance_encoded,performance_category
crion0,Outsiders,Ukraine,247,6916,4491.0,4849,717,43.5,0.65,0.7,0.1,65.9,0.93,29,26,14,0.9262,0.3947,0.2989,0.1333,0.5273,0.7422,0.336,1,Medium
Strix5s,Imperial,Czech Republic,251,5522,3779.0,4107,726,52.9,0.68,0.74,0.13,65.3,0.9,26,30,5,0.9201,0.3895,0.2562,0.1605,0.4643,0.6417,0.3654,1,Medium
glent4k,Lynn Vision,Sweden,161,4025,2414.0,2825,485,36.9,0.6,0.7,0.12,55.4,0.87,22,26,8,0.8545,0.3624,0.2981,0.1667,0.4583,0.5466,0.2316,0,Low
Brushz,Spirit,France,153,4284,2607.0,3130,382,51.3,0.61,0.73,0.09,65.8,0.77,18,23,8,0.8329,0.3789,0.2694,0.1286,0.439,0.263,0.2628,0,Low
trinker,Eternal Fire,Germany,220,5060,4335.0,2970,397,61.1,0.86,0.59,0.08,95.1,1.24,37,14,16,1.4596,0.5422,0.413,0.0851,0.7255,0.2372,0.8006,2,High
Shadeie,G2,Turkey,399,9975,6206.0,7019,1116,34.8,0.62,0.7,0.11,63.6,0.81,70,32,20,0.8842,0.3946,0.2963,0.1507,0.6863,0.3707,0.2161,0,Low
Trerg3r,Complexity,Brazil,97,2037,1217.0,1212,415,48.7,0.6,0.6,0.2,68.9,1.03,8,11,4,1.0041,0.3846,0.405,0.25,0.4211,0.8852,0.4249,1,Medium
swantus,Astralis,Norway,147,3234,1831.0,2207,255,36.7,0.57,0.68,0.08,74.1,0.8,21,15,5,0.8296,0.392,0.3176,0.1231,0.5833,0.3431,0.2095,0,Low
kisk7,paiN,Bosnia,342,7866,5593.0,5345,1196,40.7,0.71,0.68,0.15,68.6,1.0,22,30,20,1.0464,0.4071,0.3205,0.1744,0.4231,1.0,0.3891,1,Medium
Xell9,Cloud9,Brazil,270,6210,4100.0,4265,690,46.0,0.66,0.69,0.11,62.1,0.88,17,22,24,0.9613,0.3823,0.3132,0.1429,0.4359,0.5777,0.3192,1,Medium
Briko0,Vitality,Poland,166,3652,1770.0,2775,362,47.9,0.48,0.76,0.1,72.1,0.87,24,13,5,0.6378,0.3529,0.2401,0.1724,0.6486,0.5466,0.2463,0,Low
Prellz,BIG,Belgium,403,10075,8603.0,6386,862,65.10000000000001,0.85,0.63,0.09,98.1,1.1,38,37,42,1.3472,0.5274,0.3662,0.0957,0.5067,0.6417,0.7153,2,High
brell4k,MOUZ,Latvia,275,6875,6105.0,3741,560,55.7,0.89,0.54,0.08,86.0,1.12,32,24,24,1.6319,0.5272,0.4559,0.0825,0.5714,0.5777,0.7249,2,High
nelt1,Outsiders,United States,276,6900,3889.0,5172,883,45.3,0.56,0.75,0.13,64.8,0.77,40,21,14,0.7519,0.3664,0.2504,0.1884,0.6557,0.263,0.2072,0,Low
Frlex5s,paiN,Denmark,293,6739,4689.0,4227,837,38.3,0.7,0.63,0.12,72.6,1.03,11,28,21,1.1093,0.4123,0.3728,0.1463,0.2821,0.8852,0.4073,1,Medium
Frushix,Complexity,Estonia,181,4344,2600.0,2604,750,43.6,0.6,0.6,0.17,74.7,1.02,14,14,7,0.9985,0.3945,0.4006,0.2208,0.5,0.9227,0.3982,1,Medium
frikooo,FaZe,United States,366,8784,5625.0,4941,1275,50.5,0.64,0.56,0.15,69.0,1.06,29,40,17,1.1384,0.4008,0.4375,0.1899,0.4203,0.7769,0.4862,2,High
Blost0,FURIA,Poland,321,6741,5832.0,3126,830,51.8,0.87,0.49000000000000005,0.12,91.4,1.34,54,20,42,1.8656,0.5565,0.5363,0.1212,0.7297,0.0,0.8862,2,High
Clulfer,OG,Argentina,221,5746,4621.0,3421,505,47.2,0.8,0.6,0.09,77.1,1.25,26,16,27,1.3508,0.4819,0.4046,0.1011,0.619,0.2118,0.6683,2,High
Swadeix,Virtus.pro,France,230,5520,3081.0,4086,761,54.0,0.56,0.74,0.14,66.8,0.93,15,28,5,0.754,0.3472,0.2598,0.2,0.3488,0.7422,0.328,1,Medium
Snulfoo,OG,Germany,344,9288,5403.0,7169,1231,29.8,0.58,0.77,0.13,64.4,0.84,28,49,18,0.7537,0.354,0.2281,0.1831,0.3636,0.4564,0.1533,0,Low
Karn1,Fnatic,Finland,192,5184,3233.0,3322,1051,39.7,0.62,0.64,0.2,80.4,0.95,10,11,8,0.9732,0.4021,0.3592,0.2439,0.4762,0.8123,0.34,1,Medium
skellzy,Vitality,Estonia,133,3458,1792.0,2376,388,42.1,0.52,0.69,0.11,63.9,0.88,15,13,3,0.7542,0.3464,0.3129,0.1746,0.5357,0.5777,0.236,0,Low
drinkz,Lynn Vision,Russia,435,10440,6950.0,6483,1946,54.1,0.67,0.62,0.19,74.8,0.91,27,49,27,1.072,0.4134,0.379,0.2209,0.3553,0.6746,0.4212,1,Medium
Glodoy,BIG,Brazil,397,9528,6470.0,5594,1641,48.2,0.68,0.59,0.17,70.8,0.98,37,43,20,1.1566,0.4175,0.4129,0.2,0.4625,0.9227,0.4454,1,Medium
prarn7,Heroic,Turkey,382,8404,7244.0,5083,547,53.9,0.86,0.6,0.07,84.5,1.17,53,43,42,1.4251,0.5182,0.3952,0.0753,0.5521,0.4274,0.7,2,High
Xumeoo,G2,China,231,5313,3772.0,3352,727,43.0,0.71,0.63,0.14,71.1,0.97,23,22,12,1.1253,0.4249,0.3691,0.1647,0.5111,0.8852,0.4118,1,Medium
flrixy,Heroic,Norway,75,1875,1089.0,1210,256,43.1,0.58,0.65,0.14,68.7,0.91,6,13,1,0.9,0.3684,0.3547,0.1944,0.3158,0.6746,0.2992,1,Medium
Xostx,Imperial,Belgium,384,9984,6743.0,6842,972,40.0,0.68,0.69,0.1,73.1,0.91,45,60,12,0.9855,0.4152,0.3147,0.1282,0.4286,0.6746,0.3314,1,Medium
Prinkoo,Outsiders,China,292,7592,4200.0,5316,427,40.4,0.55,0.7,0.06,64.3,0.86,43,34,5,0.7901,0.363,0.2998,0.0984,0.5584,0.516,0.2342,0,Low
Zaze1,BIG,Bosnia,69,1518,780.0,1012,256,42.8,0.51,0.67,0.17,71.1,0.91,8,7,0,0.7708,0.3572,0.3333,0.25,0.5333,0.6746,0.2669,0,Low
clodoi,NIP,Russia,386,10036,7699.0,5918,669,43.5,0.77,0.59,0.07,85.5,1.15,57,42,42,1.3009,0.4962,0.4103,0.0833,0.5758,0.4859,0.5954,2,High
grrix1,Complexity,Turkey,341,7843,4474.0,5465,1203,42.7,0.57,0.7,0.15,63.3,0.95,56,36,12,0.8187,0.3739,0.3032,0.2083,0.6087,0.8123,0.3088,1,Medium
Darkix,Outsiders,United States,372,8556,6142.0,5399,1422,40.9,0.72,0.63,0.17,66.3,0.96,36,45,22,1.1376,0.4187,0.369,0.191,0.4444,0.8484,0.3926,1,Medium
Dumei,Imperial,Latvia,293,6153,4395.0,3955,909,45.8,0.71,0.64,0.15,81.2,1.02,26,23,20,1.1113,0.4438,0.3572,0.1744,0.5306,0.9227,0.4656,2,High
Swell0,Outsiders,Mongolia,378,8694,4847.0,5458,1037,43.5,0.56,0.63,0.12,58.4,1.02,27,51,1,0.8881,0.3401,0.3722,0.1765,0.3462,0.9227,0.3388,1,Medium
Blrix4k,FaZe,Finland,212,5936,2974.0,4224,651,41.8,0.5,0.71,0.11,68.9,0.87,29,20,1,0.7041,0.3517,0.2884,0.1803,0.5918,0.5466,0.224,0,Low
nazey,NIP,Australia,254,6350,3706.0,3993,985,38.3,0.58,0.63,0.16,72.5,0.9,18,15,13,0.9281,0.3814,0.3712,0.2162,0.5455,0.6417,0.2822,0,Low
Deltie,MOUZ,Estonia,80,2160,1483.0,1487,89,44.3,0.69,0.69,0.04,62.7,0.96,11,8,1,0.9973,0.3997,0.3116,0.0548,0.5789,0.8484,0.3727,1,Medium
zarno,NIP,Norway,201,4824,3026.0,3325,874,51.5,0.63,0.69,0.18,62.7,1.12,19,18,9,0.9101,0.3757,0.3107,0.2222,0.5135,0.5777,0.4664,2,High
xlexix,Imperial,Kazakhstan,103,2781,1615.0,1765,368,51.9,0.58,0.63,0.13,57.1,0.83,7,15,2,0.915,0.3451,0.3653,0.1831,0.3182,0.4274,0.2885,0,Low
flyrey,Astralis,Czech Republic,306,7344,5278.0,4799,1209,44.3,0.72,0.65,0.16,69.2,0.98,33,26,17,1.0998,0.4247,0.3465,0.1818,0.5593,0.9227,0.4197,1,Medium
Krix3r,Astralis,France,230,6210,3793.0,4349,1036,39.3,0.61,0.7,0.17,66.2,0.7,25,37,6,0.8722,0.3765,0.2997,0.2179,0.4032,0.0905,0.1649,0,Low
Clioni,Apeks,China,364,8736,5467.0,5769,738,37.0,0.63,0.66,0.08,66.0,0.83,19,44,15,0.9477,0.3742,0.3396,0.1127,0.3016,0.4274,0.2351,0,Low
Kanter,GamerLegion,Ukraine,121,2904,2057.0,1807,461,44.5,0.71,0.62,0.16,70.0,0.97,9,8,7,1.1384,0.4183,0.3778,0.1839,0.5294,0.8852,0.4174,1,Medium
Shumeus,Cloud9,Brazil,268,6164,4079.0,3902,808,45.9,0.66,0.63,0.13,63.4,0.77,36,41,8,1.0454,0.3999,0.367,0.1646,0.4675,0.263,0.286,0,Low
glvener,GamerLegion,Australia,239,6214,3547.0,4063,1306,38.7,0.57,0.65,0.21,73.5,0.93,19,27,18,0.873,0.3842,0.3462,0.2692,0.413,0.7422,0.2932,0,Low
strixx,MOUZ,Netherlands,396,9504,5870.0,5549,1709,51.0,0.62,0.58,0.18,66.0,0.96,29,43,27,1.0578,0.3885,0.4161,0.225,0.4028,0.8484,0.4112,1,Medium
Bloster,BIG,Australia,290,6670,4321.0,4372,1087,58.1,0.65,0.66,0.16,76.3,1.09,22,22,14,0.9883,0.4078,0.3445,0.1975,0.5,0.6746,0.5225,2,High
swiskix,Lynn Vision,Czech Republic,135,3375,2145.0,2373,321,50.1,0.64,0.7,0.1,68.9,0.82,19,17,4,0.9039,0.3994,0.2969,0.1351,0.5278,0.3988,0.3109,1,Medium
stent9,Heroic,Canada,332,8632,5112.0,6202,950,44.2,0.59,0.72,0.11,63.8,0.84,36,32,19,0.8243,0.3683,0.2815,0.1571,0.5294,0.4564,0.2536,0,Low
Blyrezy,Spirit,Finland,81,2025,1460.0,1252,351,45.7,0.72,0.62,0.17,70.9,0.89,2,8,5,1.1661,0.4112,0.3817,0.191,0.2,0.6094,0.3797,1,Medium
Glenta,paiN,Finland,341,9207,4903.0,6246,1216,38.0,0.53,0.68,0.13,64.3,0.98,54,29,4,0.785,0.3609,0.3216,0.197,0.6506,0.9227,0.2845,0,Low
triona,BIG,Norway,306,7650,4524.0,4973,1028,38.5,0.59,0.65,0.13,55.7,0.94,36,25,18,0.9097,0.3616,0.3499,0.1806,0.5902,0.7769,0.2875,0,Low
Skarkx,paiN,China,217,5208,4009.0,3078,671,58.1,0.77,0.59,0.13,84.9,1.14,17,17,16,1.3025,0.4724,0.409,0.1444,0.5,0.516,0.6516,2,High
trunoa,Fnatic,Denmark,169,4394,2307.0,3267,439,58.0,0.53,0.74,0.1,66.4,0.92,16,21,8,0.7062,0.3486,0.2565,0.1587,0.4324,0.7081,0.3368,1,Medium
Brrixoo,FURIA,Mongolia,442,12376,9720.0,8162,371,65.10000000000001,0.79,0.66,0.03499999999999999,84.0,1.24,61,27,42,1.1909,0.4878,0.3405,0.0424,0.6932,0.2372,0.7358,2,High
Xade3r,SAW,United States,411,9042,6948.0,5375,351,54.1,0.77,0.59,0.04,83.7,1.24,52,30,12,1.2927,0.4754,0.4056,0.0494,0.6341,0.2372,0.6852,2,High
Shrix0,Cloud9,Latvia,199,4776,3397.0,3442,656,39.6,0.71,0.72,0.14,61.0,1.0,15,18,17,0.9869,0.3947,0.2793,0.1647,0.4545,1.0,0.3638,1,Medium
Xarn5s,G2,United States,159,3657,2354.0,2376,572,52.9,0.64,0.65,0.16,71.7,1.05,11,12,12,0.9907,0.399,0.3503,0.2,0.4783,0.8123,0.4666,2,High
Glazez,OG,Canada,366,9516,6032.0,6500,1400,42.7,0.63,0.68,0.15,63.4,1.06,21,36,27,0.928,0.3732,0.3169,0.1923,0.3684,0.7769,0.3874,1,Medium
Snikoix,TheMongolz,France,196,4312,2427.0,2584,966,52.3,0.56,0.6,0.22,71.3,0.98,13,17,14,0.9392,0.3779,0.4007,0.2821,0.4333,0.9227,0.4008,1,Medium
Swveno,TheMongolz,Ukraine,155,4340,2455.0,3128,773,43.3,0.57,0.72,0.18,54.0,0.91,17,14,9,0.7848,0.3431,0.2793,0.24,0.5484,0.6746,0.2618,0,Low
Drelta,Eternal Fire,Sweden,133,3192,1804.0,2152,304,41.8,0.57,0.67,0.1,56.3,0.72,9,21,7,0.8383,0.3414,0.3258,0.1493,0.3,0.1379,0.1579,0,Low
flink7,GamerLegion,Estonia,338,8112,5132.0,5303,954,45.1,0.63,0.65,0.12,75.4,0.93,24,29,8,0.9678,0.3961,0.3463,0.16,0.4528,0.7422,0.3529,1,Medium
snumez,Complexity,Latvia,388,10088,8052.0,5050,1249,59.6,0.8,0.5,0.12,93.5,1.34,40,37,26,1.5945,0.5128,0.4994,0.1304,0.5195,0.0,0.8493,2,High
skaze7,Monte,Canada,167,4175,3016.0,2571,648,53.0,0.72,0.62,0.16,62.8,1.07,12,19,9,1.1731,0.4056,0.3842,0.1818,0.3871,0.7422,0.5147,2,High
blisk,Cloud9,Turkey,149,3874,2491.0,2647,480,46.7,0.64,0.68,0.12,71.0,1.04,13,14,11,0.9411,0.3989,0.3167,0.1579,0.4815,0.8484,0.419,1,Medium
nulfix,ENCE,Canada,272,5712,4713.0,3308,503,49.0,0.83,0.58,0.09,88.7,1.22,45,21,32,1.4247,0.5274,0.4209,0.0978,0.6818,0.2893,0.7076,2,High
Brushx,TheMongolz,Brazil,315,7245,3505.0,4688,860,40.8,0.48,0.65,0.12,80.9,0.9,45,51,11,0.7477,0.3818,0.3529,0.2,0.4688,0.6417,0.2646,0,Low
Pruno,Monte,Ukraine,150,4200,2039.0,3389,450,44.4,0.49,0.8099999999999998,0.11,71.0,0.88,18,20,0,0.6017,0.338,0.1931,0.1833,0.4737,0.5777,0.2157,0,Low
Cladeer,BIG,Czech Republic,394,10638,6740.0,7002,1928,44.2,0.63,0.66,0.18,71.9,1.05,25,27,13,0.9626,0.3876,0.3418,0.2222,0.4808,0.8123,0.4065,1,Medium
Zyrea,Eternal Fire,Ukraine,470,10810,9266.0,6284,996,64.9,0.86,0.58,0.09,77.6,1.34,37,49,42,1.4745,0.4883,0.4187,0.0947,0.4302,0.0,0.8391,2,High
brioni,Fnatic,Sweden,190,4940,3325.0,3715,733,48.5,0.67,0.75,0.15,58.0,0.89,15,26,9,0.895,0.3688,0.248,0.1829,0.3659,0.6094,0.3168,1,Medium
Nrix4k,Liquid,Norway,487,10714,9071.0,6405,622,57.7,0.85,0.6,0.06,91.9,1.22,63,46,42,1.4162,0.5241,0.4022,0.0659,0.578,0.2893,0.7506,2,High
kell4k,Astralis,France,289,6936,5791.0,4244,855,56.8,0.84,0.61,0.12,87.2,1.27,49,24,28,1.3645,0.5223,0.3881,0.125,0.6712,0.1621,0.7628,2,High
Cllexer,FURIA,Russia,195,4095,3355.0,2350,312,57.3,0.82,0.57,0.08,92.8,1.25,31,16,14,1.4277,0.5251,0.4261,0.0889,0.6596,0.2118,0.7676,2,High
Skongie,Fnatic,Czech Republic,249,5727,3624.0,3951,1126,46.1,0.63,0.69,0.2,65.9,0.98,19,21,12,0.9172,0.3781,0.3101,0.241,0.475,0.9227,0.3637,1,Medium
crops3r,SAW,Belgium,278,5838,2595.0,4196,814,45.4,0.44,0.72,0.14,68.4,0.73,23,43,14,0.6184,0.325,0.2813,0.2414,0.3485,0.1621,0.1325,0,Low
xolt3r,Heroic,Turkey,110,2310,1463.0,1468,376,57.2,0.63,0.64,0.16,75.8,0.97,6,5,6,0.9966,0.3984,0.3645,0.2025,0.5455,0.8852,0.4467,1,Medium
skrixer,MOUZ,Canada,487,12175,9798.0,6590,1194,48.0,0.8,0.54,0.1,76.2,1.11,69,36,42,1.4868,0.4868,0.4587,0.1111,0.6571,0.6094,0.6233,2,High
snioni,GamerLegion,Russia,197,4925,3337.0,2946,655,41.2,0.68,0.6,0.13,75.2,1.07,13,25,11,1.1327,0.4193,0.4018,0.1605,0.3421,0.7422,0.454,2,High
Skerg5s,Apeks,Russia,306,7344,4066.0,5299,786,36.2,0.55,0.72,0.11,56.0,0.81,48,40,19,0.7673,0.3535,0.2785,0.1667,0.5455,0.3707,0.1734,0,Low
snell1,Navi,Australia,319,7656,4821.0,4528,1253,42.5,0.63,0.59,0.16,77.0,1.01,22,37,21,1.0647,0.4111,0.4086,0.2025,0.3729,0.961,0.4104,1,Medium
Skelt7,FaZe,Germany,237,5688,4576.0,3249,608,50.3,0.8,0.57,0.11,76.4,1.29,33,27,21,1.4084,0.4839,0.4288,0.1209,0.55,0.114,0.7184,2,High
brlex1,OG,Denmark,391,9775,6879.0,6220,921,46.6,0.7,0.64,0.09,80.5,1.1,16,34,18,1.1059,0.4241,0.3637,0.1139,0.32,0.6417,0.4983,2,High
crade7,Eternal Fire,Kazakhstan,230,6210,3774.0,3686,639,42.4,0.61,0.59,0.1,73.1,1.09,12,18,17,1.0239,0.3943,0.4064,0.1408,0.4,0.6746,0.4343,1,Medium
Karker,TYLOO,Norway,151,3775,2289.0,2690,396,45.6,0.61,0.71,0.1,72.9,0.89,14,18,5,0.8509,0.3859,0.2874,0.1408,0.4375,0.6094,0.3059,1,Medium
kvenx,Virtus.pro,Netherlands,115,2760,1599.0,1938,215,37.4,0.58,0.7,0.08,66.3,0.8,11,12,7,0.8251,0.3696,0.2978,0.1212,0.4783,0.3431,0.1961,0,Low
Skushus,MOUZ,Ukraine,375,8625,5934.0,5572,1217,56.2,0.69,0.65,0.14,72.6,1.08,32,45,23,1.065,0.4177,0.354,0.1687,0.4156,0.7081,0.5274,2,High
Gliskie,BIG,Poland,433,10825,9810.625,6453,578,58.0,0.905,0.6,0.05,98.1,1.1,70,43,25,1.5203,0.5568,0.4039,0.0524,0.6195,0.6417,0.7285,2,High
Gliko,FaZe,Denmark,202,5252,3253.0,3773,508,43.4,0.62,0.72,0.1,75.9,0.73,18,13,5,0.8622,0.3918,0.2816,0.1389,0.5806,0.1621,0.2128,0,Low
shazex,G2,Ukraine,387,8514,6638.0,4232,1036,58.8,0.78,0.5,0.12,82.2,1.32,41,27,42,1.5685,0.4912,0.5029,0.1333,0.6029,0.0446,0.8138,2,High
Shunoix,Astralis,Canada,232,6264,3595.0,4949,708,45.1,0.57,0.79,0.11,60.3,0.87,33,28,13,0.7264,0.3566,0.2099,0.1618,0.541,0.5466,0.2493,0,Low
frlexer,MOUZ,Estonia,151,4077,2900.0,2935,404,46.2,0.71,0.72,0.1,82.8,1.22,15,15,21,0.9881,0.4523,0.2801,0.1235,0.5,0.2893,0.5618,2,High
stinkie,Heroic,Estonia,244,6344,4096.0,4114,640,37.4,0.65,0.65,0.1,62.5,0.9,34,29,0,0.9956,0.3898,0.3515,0.1333,0.5397,0.6417,0.2952,0,Low
Drrixoo,BIG,Czech Republic,220,5720,3929.0,4438,784,46.6,0.69,0.78,0.14,63.3,0.84,20,25,10,0.8853,0.3851,0.2241,0.1687,0.4444,0.4564,0.2894,0,Low
gllex5s,SAW,Estonia,79,2291,1213.0,1560,348,41.2,0.53,0.68,0.15,70.7,0.8,6,13,1,0.7776,0.3533,0.3191,0.2206,0.3158,0.3431,0.1965,0,Low
blulfix,G2,Mongolia,462,9702,7491.0,5438,942,64.9,0.77,0.56,0.1,91.4,1.27,59,22,42,1.3775,0.5034,0.4395,0.1149,0.7284,0.1621,0.795,2,High
Tryre0,BIG,China,119,2856,1967.0,2038,543,37.5,0.69,0.71,0.19,55.0,0.99,7,12,5,0.9652,0.367,0.2864,0.2159,0.3684,0.961,0.3231,1,Medium
glell9,Cloud9,Canada,117,3159,1909.0,2121,568,40.0,0.6,0.67,0.18,66.6,1.12,11,8,7,0.9,0.3787,0.3286,0.2308,0.5789,0.5777,0.4048,1,Medium
nanta,Fnatic,China,135,3510,2080.0,2350,551,48.4,0.59,0.67,0.16,61.5,0.81,16,16,8,0.8851,0.3715,0.3305,0.2133,0.5,0.3707,0.2727,0,Low
blark4k,Complexity,Finland,405,8100,4542.0,5046,1118,35.9,0.56,0.62,0.14,71.1,1.01,39,25,19,0.9001,0.3793,0.377,0.2,0.6094,0.961,0.323,1,Medium
crelli,G2,Turkey,141,3102,2048.0,2148,622,43.3,0.66,0.69,0.2,65.0,1.01,12,13,7,0.9534,0.3877,0.3075,0.2326,0.48,0.961,0.3783,1,Medium
Swiskus,GamerLegion,Czech Republic,84,2016,1073.0,1510,193,41.8,0.53,0.75,0.1,67.1,0.91,9,12,1,0.7106,0.3468,0.251,0.1587,0.4286,0.6746,0.2435,0,Low
xush5s,Lynn Vision,United States,447,11175,7809.0,6522,2010,44.0,0.7,0.58,0.23,72.3,0.94,39,42,26,1.1973,0.4271,0.4164,0.2473,0.4815,0.7769,0.4149,1,Medium
frops0,Lynn Vision,Kazakhstan,126,2898,1726.0,1966,529,53.2,0.6,0.68,0.18,68.5,1.12,8,12,1,0.8779,0.3661,0.3216,0.2308,0.4,0.5777,0.4629,2,High
drunous,Fnatic,Czech Republic,356,8900,5345.0,5714,1682,33.7,0.6,0.64,0.19,68.7,0.9,36,32,25,0.9354,0.3892,0.358,0.2405,0.5294,0.6417,0.2643,0,Low
Nadeo,Imperial,China,327,8175,6570.0,4965,942,59.2,0.8,0.61,0.12,90.0,1.31,57,17,42,1.3233,0.5218,0.3927,0.1304,0.7703,0.0674,0.7901,2,High
Swyrey,Complexity,Czech Republic,198,5148,2702.0,3461,823,42.6,0.53,0.67,0.16,81.3,1.11,14,11,4,0.7807,0.3753,0.3277,0.2319,0.56,0.6094,0.3901,1,Medium
Skyrez,Imperial,Finland,137,3425,1745.0,2381,368,41.7,0.51,0.7,0.11,77.0,0.84,12,15,3,0.7329,0.3622,0.3048,0.1774,0.4444,0.4564,0.2198,0,Low
snushie,Liquid,China,113,2938,1915.0,1869,487,48.9,0.65,0.64,0.17,65.4,1.08,9,9,3,1.0246,0.3857,0.3639,0.2073,0.5,0.7081,0.4577,2,High
kinkz,TheMongolz,Germany,112,3248,1676.0,2292,376,51.0,0.52,0.71,0.12,56.4,0.97,13,11,2,0.7312,0.3295,0.2943,0.1875,0.5417,0.8852,0.3169,1,Medium
Skrix9,Liquid,Sweden,159,3975,2364.0,2471,675,50.6,0.59,0.62,0.17,66.7,1.03,4,16,11,0.9567,0.3651,0.3784,0.2237,0.2,0.8852,0.4127,1,Medium
blikous,Liquid,Australia,156,4056,2818.0,2252,196,46.6,0.69,0.56,0.05,89.7,1.26,31,9,16,1.2513,0.4955,0.4448,0.0676,0.775,0.1867,0.6631,2,High
Skodo9,FURIA,Czech Republic,291,7275,4644.0,4810,1184,44.9,0.64,0.66,0.16,63.9,0.88,32,25,11,0.9655,0.387,0.3388,0.2,0.5614,0.5777,0.3174,1,Medium
flellz,Spirit,Argentina,390,8190,5092.0,5589,1039,48.0,0.62,0.68,0.13,69.8,1.03,20,26,10,0.9111,0.3743,0.3176,0.1733,0.4348,0.8852,0.3974,1,Medium
Crodo7,Imperial,Sweden,221,5304,3057.0,3462,584,45.9,0.58,0.65,0.11,71.6,0.8,31,22,16,0.883,0.3981,0.3473,0.1594,0.5849,0.3431,0.2728,0,Low
Stadeix,Monte,Netherlands,200,5000,2998.0,2978,911,41.8,0.6,0.6,0.18,71.6,0.97,16,18,7,1.0067,0.3884,0.4044,0.2308,0.4706,0.8852,0.3581,1,Medium
stiskoo,MIBR,Netherlands,434,10850,6609.0,7209,2010,51.7,0.61,0.66,0.21,72.0,0.99,18,48,30,0.9168,0.3817,0.3356,0.2561,0.2727,0.961,0.4019,1,Medium
Numei,Vitality,Russia,366,8784,6026.0,5914,1470,37.5,0.69,0.67,0.17,69.9,0.98,35,33,11,1.0189,0.4082,0.3267,0.1977,0.5147,0.9227,0.3569,1,Medium
skisker,Lynn Vision,Germany,246,5166,3125.0,3561,615,45.1,0.61,0.69,0.12,73.4,0.99,25,40,11,0.8776,0.3929,0.3107,0.1644,0.3846,0.961,0.3676,1,Medium
Gradezy,SAW,Sweden,157,4553,2722.0,3317,556,38.9,0.6,0.73,0.12,59.1,0.84,10,16,3,0.8206,0.344,0.2715,0.1667,0.3846,0.4564,0.2067,0,Low
fer,Lynn Vision,Czech Republic,325,9100,6963.0,5191,619,53.6,0.77,0.57,0.07,88.9,1.32,57,17,20,1.3414,0.5049,0.4296,0.0833,0.7703,0.0446,0.7562,2,High
clonga,FURIA,Sweden,314,8164,4445.0,6175,1051,43.0,0.54,0.76,0.13,67.2,0.83,39,45,17,0.7198,0.3596,0.2436,0.194,0.4643,0.4274,0.2171,0,Low
crulfus,Imperial,China,136,3128,2564.0,1916,230,50.1,0.82,0.61,0.07,98.1,1.17,15,15,14,1.3382,0.5242,0.3875,0.0787,0.5,0.4274,0.6688,2,High
braze9,OG,Germany,267,6408,3182.0,4429,1127,51.8,0.5,0.69,0.18,67.8,0.9,31,24,4,0.7184,0.3479,0.3088,0.2647,0.5636,0.6417,0.2941,0,Low
swion,paiN,Australia,192,4992,3306.0,2886,896,41.9,0.66,0.58,0.18,63.5,0.95,23,18,7,1.1455,0.4024,0.4219,0.2143,0.561,0.8123,0.3821,1,Medium
Kunozy,Apeks,France,151,3926,2084.0,2707,442,44.3,0.53,0.69,0.11,69.1,0.83,21,22,1,0.7699,0.364,0.3105,0.1719,0.4884,0.4274,0.2361,0,Low
Nops9,G2,Ukraine,117,2574,1997.0,1533,329,57.5,0.78,0.6,0.13,98.1,1.1,17,11,18,1.3027,0.5296,0.4044,0.1429,0.6071,0.6417,0.6682,2,High
Dumey,Cloud9,Australia,262,6288,4621.0,3601,518,60.2,0.73,0.57,0.08,98.1,1.29,31,16,19,1.2833,0.4987,0.4273,0.0988,0.6596,0.114,0.7608,2,High
frenter,SAW,Norway,379,8717,6594.0,4590,1450,51.1,0.76,0.53,0.17,92.1,1.25,48,40,23,1.4366,0.5,0.4734,0.1828,0.5455,0.2118,0.7174,2,High
Drarnx,Liquid,Bosnia,427,9821,6579.0,6662,1662,42.3,0.67,0.68,0.17,74.8,0.98,13,48,30,0.9875,0.4007,0.3217,0.2024,0.2131,0.9227,0.3719,1,Medium
Zulfz,G2,Poland,368,9936,6763.0,6862,1254,40.6,0.68,0.69,0.13,62.0,0.86,24,62,16,0.9856,0.3818,0.3094,0.1605,0.2791,0.516,0.283,0,Low
skadeix,Spirit,Germany,352,7744,3564.0,5508,951,50.8,0.46,0.71,0.12,67.9,0.93,44,53,4,0.6471,0.3358,0.2887,0.2069,0.4536,0.7422,0.2839,0,Low
Nikoix,Imperial,Finland,290,7250,4982.0,4810,1070,39.5,0.69,0.66,0.15,55.0,0.95,33,40,8,1.0358,0.3836,0.3366,0.1786,0.4521,0.8123,0.3363,1,Medium
Stark7,G2,Czech Republic,213,5325,2908.0,3774,771,39.9,0.55,0.71,0.14,64.5,0.92,13,24,11,0.7705,0.346,0.2913,0.2029,0.3514,0.7081,0.2485,0,Low
dryreo,paiN,Mongolia,116,2900,1544.0,1955,382,41.3,0.53,0.67,0.13,64.5,0.82,17,9,3,0.7898,0.3615,0.3259,0.197,0.6538,0.3988,0.2161,0,Low
