player_name,team,country,maps_played,rounds_played,total_kills,total_deaths,total_assists,headshot_percentage,kills_per_round,deaths_per_round,assists_per_round,damage_per_round,rating,opening_kills,opening_deaths,clutch_wins
Derg5s,Imperial,Norway,156,4212,3511,2680,417,50.9,0.83,0.64,0.1,101.3,1.24,26,12,19
Zumez,MOUZ,Ukraine,327,7521,4971,4942,1200,42.2,0.66,0.66,0.16,72.7,0.89,53,34,6
Xisk7,FURIA,Kazakhstan,475,12350,10546,6537,1416,57.1,0.85,0.53,0.11,88.9,1.33,81,30,35
xazeer,G2,Sweden,376,8272,4847,5999,1392,50.0,0.59,0.73,0.17,72.5,0.81,37,60,19
Stlexz,Eternal Fire,United States,339,7458,4279,5287,899,44.2,0.57,0.71,0.12,69.3,0.86,42,46,9
drinkx,Eternal Fire,Denmark,284,7100,4440,4770,761,32.6,0.63,0.67,0.11,73.7,0.93,29,39,8
criko0,Complexity,Denmark,166,3652,2664,1908,339,60.3,0.73,0.52,0.09,91.4,1.3,26,12,14
Flentie,FURIA,Norway,394,9062,7842,5251,916,60.0,0.87,0.58,0.1,92.3,1.12,51,35,38
xionus,Navi,Ukraine,389,9336,4875,6390,1247,38.3,0.52,0.68,0.13,71.3,0.84,38,59,9
Nellz,NIP,Denmark,136,3128,2903,1839,304,65.5,0.93,0.59,0.1,85.3,1.21,16,7,9
dropsy,FaZe,Norway,268,5896,3565,3693,1036,49.7,0.6,0.63,0.18,62.0,0.88,27,19,20
Fronger,GamerLegion,Netherlands,310,8060,5538,4728,1643,48.5,0.69,0.59,0.2,60.7,0.92,34,22,29
Xosta,Vitality,Estonia,417,11259,9755,6748,959,54.6,0.87,0.6,0.09,95.0,1.28,50,31,52
friona,SAW,Estonia,140,3080,2191,2152,343,36.7,0.71,0.7,0.11,53.2,0.93,25,17,4
Drops7,paiN,Finland,70,1540,771,1097,139,47.1,0.5,0.71,0.09,62.6,0.83,5,8,1
cllex7,Complexity,Finland,181,4525,2628,2917,673,42.8,0.58,0.64,0.15,70.3,1.0,14,17,11
Prushus,TheMongolz,Mongolia,377,7917,5277,5034,1398,49.5,0.67,0.64,0.18,68.8,1.04,28,42,35
Brumeix,G2,Latvia,170,4250,3300,2414,471,50.1,0.78,0.57,0.11,85.1,1.27,21,15,19
Zrixa,TheMongolz,Denmark,399,7980,5141,4645,1176,61.3,0.64,0.58,0.15,65.6,1.03,44,39,7
stlex7,paiN,Australia,166,3984,2397,2730,793,40.9,0.6,0.69,0.2,74.5,1.03,13,8,7
triko5s,G2,Turkey,139,3892,2719,2775,239,48.5,0.7,0.71,0.06,61.7,0.79,6,11,4
stost1,Fnatic,Sweden,238,5950,4820,4048,354,54.8,0.81,0.68,0.06,84.6,1.27,29,21,26
Xush0,Outsiders,Netherlands,90,2430,1821,1674,471,50.1,0.75,0.69,0.19,68.5,0.92,6,9,3
brinkz,Monte,Germany,343,8918,5172,6092,1010,43.2,0.58,0.68,0.11,54.2,0.92,43,43,23
trodox,NIP,Belgium,239,5736,4141,3675,825,47.2,0.72,0.64,0.14,76.0,0.96,23,13,17
derg3r,TYLOO,Norway,407,10175,9464,5965,938,66.7,0.93,0.59,0.09,83.9,1.34,67,25,33
Crink1,NIP,Russia,162,3726,2231,2563,466,47.4,0.6,0.69,0.13,66.7,0.75,25,17,6
crumei,Cloud9,Belgium,375,9000,5165,6419,1347,36.0,0.57,0.71,0.15,63.8,1.02,44,71,11
shumeer,MIBR,Belgium,352,8448,5186,5223,1318,45.4,0.61,0.62,0.16,74.3,0.94,28,30,24
Claze7,BIG,Russia,427,10248,6676,6731,1875,48.0,0.65,0.66,0.18,75.3,0.93,22,41,38
snumeus,TYLOO,Netherlands,274,6028,5408,3207,892,52.6,0.9,0.53,0.15,88.6,1.26,29,14,29
Nunous,MIBR,Turkey,211,5064,2688,3522,452,42.9,0.53,0.7,0.09,53.4,0.75,31,28,8
Ninkzy,Spirit,Belgium,169,4563,2983,3133,707,54.1,0.65,0.69,0.16,79.1,0.91,12,12,3
stunoie,Lynn Vision,Denmark,388,9700,7928,5906,974,45.8,0.82,0.61,0.1,75.0,1.21,70,33,41
Zade0,Monte,Ukraine,135,3915,2576,2498,620,48.7,0.66,0.64,0.16,81.7,0.94,12,8,8
blarnus,Spirit,Bosnia,363,7986,4787,5258,1006,33.3,0.6,0.66,0.13,70.2,1.1,41,32,23
Skrixi,BIG,Kazakhstan,130,3510,1939,2343,641,38.9,0.55,0.67,0.18,60.9,0.86,20,13,8
stavn,TheMongolz,Latvia,202,5050,2915,2992,875,49.6,0.58,0.59,0.17,70.4,1.01,14,23,19
kace0,paiN,Canada,334,8684,5570,5374,1270,44.5,0.64,0.62,0.15,67.5,1.1,24,34,16
Skven9,paiN,Netherlands,192,4416,3472,2252,447,56.3,0.79,0.51,0.1,100.5,1.18,25,18,23
Starnie,OG,Norway,129,3483,2326,2413,482,42.2,0.67,0.69,0.14,57.1,0.83,16,14,5
zarn4k,Apeks,Latvia,108,2808,2445,1686,346,47.7,0.87,0.6,0.12,103.5,1.33,17,6,5
Sholt9,TYLOO,Germany,165,4290,2576,3275,490,37.1,0.6,0.76,0.11,61.6,1.0,22,30,2
xergie,Imperial,Poland,64,1536,884,1099,249,39.3,0.58,0.72,0.16,69.8,0.94,10,8,1
shazea,Lynn Vision,Estonia,357,8925,7487,5083,1098,50.9,0.84,0.57,0.12,82.6,1.25,66,27,48
Skadei,TYLOO,Belgium,66,1584,1083,1210,76,45.1,0.68,0.76,0.05,69.8,0.81,5,6,1
snantx,Apeks,Brazil,303,7272,4009,4732,1024,48.0,0.55,0.65,0.14,79.6,1.12,21,28,26
Stion4k,MOUZ,Germany,227,5675,3899,3414,846,48.1,0.69,0.6,0.15,68.7,0.88,21,25,5
brazeie,MOUZ,Kazakhstan,244,5368,4356,2991,317,52.3,0.81,0.56,0.06,87.7,1.24,24,16,17
Flong3r,Outsiders,Bosnia,244,5856,3713,4032,1111,44.4,0.63,0.69,0.19,79.9,0.93,19,22,13
glops9,Outsiders,Australia,198,5544,4034,3947,821,43.9,0.73,0.71,0.15,77.2,0.99,13,11,14
skantie,Spirit,Sweden,314,8478,5420,5568,1417,52.4,0.64,0.66,0.17,71.8,1.05,24,30,30
Drelloo,BIG,Denmark,155,3255,1914,2258,523,45.9,0.59,0.69,0.16,69.8,0.97,13,13,11
Stant,TYLOO,China,363,8349,5544,5633,1046,43.9,0.66,0.67,0.13,85.7,1.05,38,34,31
Drion0,Monte,Estonia,359,7898,5720,4859,1246,51.4,0.72,0.62,0.16,81.8,0.97,16,36,23
snolter,Apeks,Turkey,187,4301,2651,2830,203,37.2,0.62,0.66,0.05,63.8,1.01,28,24,0
Zumeie,OG,Belgium,121,2904,1907,1571,594,46.5,0.66,0.54,0.2,69.2,1.06,6,6,11
stvenz,Astralis,Norway,158,3950,2351,2863,552,48.6,0.6,0.72,0.14,58.9,0.9,18,19,5
trionz,SAW,Australia,308,7392,4712,4633,881,45.4,0.64,0.63,0.12,67.7,1.12,23,32,16
tropsy,FURIA,Argentina,275,6600,5738,3362,572,61.2,0.87,0.51,0.09,82.3,1.11,35,19,27
Trarky,MOUZ,Turkey,234,5850,4040,4194,968,39.6,0.69,0.72,0.17,60.0,0.9,23,35,8
crodox,Imperial,Bosnia,318,7950,4667,5856,984,38.0,0.59,0.74,0.12,70.7,0.91,38,37,16
snace,Apeks,Latvia,390,9750,7221,6346,1122,41.9,0.74,0.65,0.12,69.3,1.08,20,43,25
stikox,BIG,China,143,3289,2771,1820,339,66.0,0.84,0.55,0.1,98.1,1.29,17,12,18
skost5s,FaZe,Czech Republic,443,11961,9284,6743,1354,63.5,0.78,0.56,0.11,86.8,1.2,71,42,34
skikox,SAW,Denmark,381,9144,6842,5451,1074,59.5,0.75,0.6,0.12,92.3,1.27,78,33,34
glongzy,Spirit,Estonia,359,8257,5679,5741,813,52.0,0.69,0.7,0.1,62.4,0.78,47,67,0
Snush9,SAW,Mongolia,134,3350,2347,2040,339,47.0,0.7,0.61,0.1,73.9,0.99,8,13,6
flant9,Apeks,France,318,7314,5602,4312,438,55.1,0.77,0.59,0.06,88.7,1.1,46,25,23
brush1,TheMongolz,Denmark,352,8096,6638,4661,830,62.2,0.82,0.58,0.1,80.7,1.23,54,31,38
trvenzy,Spirit,Russia,222,5328,3329,3484,584,49.2,0.62,0.65,0.11,70.1,1.05,22,16,14
Nink9,NIP,Brazil,137,3151,2700,1828,221,62.2,0.86,0.58,0.07,95.0,1.4,22,11,10
Stushi,FaZe,Poland,133,3059,2259,1887,526,53.5,0.74,0.62,0.17,67.9,1.07,10,19,12
Xost7,GamerLegion,Bosnia,419,10056,5717,6145,1888,41.7,0.57,0.61,0.19,76.4,1.03,42,41,23
Snost4k,Monte,Australia,165,3960,2567,2983,395,43.0,0.65,0.75,0.1,67.6,0.84,16,12,5
Bradeoo,Imperial,Germany,283,6226,3180,4218,1102,44.4,0.51,0.68,0.18,63.3,0.88,15,26,15
frisk1,Heroic,Germany,319,7018,4699,4547,1496,46.4,0.67,0.65,0.21,74.6,0.99,31,20,15
Drlex9,TheMongolz,Norway,123,2952,1995,1975,145,37.5,0.68,0.67,0.05,70.3,0.8,16,18,6
Skops5s,MOUZ,Bosnia,313,8138,4614,6109,1101,38.9,0.57,0.75,0.14,62.1,0.97,45,37,17
Crell5s,Fnatic,Poland,175,4900,2522,3577,971,46.8,0.51,0.73,0.2,74.2,0.8,24,20,6
Drost3r,Apeks,Turkey,220,4620,3289,3034,844,43.2,0.71,0.66,0.18,68.5,1.04,10,20,14
Daceie,Lynn Vision,Canada,265,6625,3699,4594,452,37.1,0.56,0.69,0.07,77.1,0.89,21,45,10
Drixi,Heroic,Latvia,197,4137,3099,2279,462,52.1,0.75,0.55,0.11,83.8,1.19,24,17,23
Cradey,G2,Denmark,95,2090,1375,1215,247,46.0,0.66,0.58,0.12,60.7,1.0,9,7,4
Shion5s,paiN,Argentina,62,1860,968,1396,249,41.7,0.52,0.75,0.13,60.4,0.89,4,9,5
prarkzy,MOUZ,Belgium,146,3650,2074,2439,678,37.0,0.57,0.67,0.19,65.4,1.07,9,10,8
Xacex,FaZe,Latvia,177,4602,3024,3200,718,49.4,0.66,0.7,0.16,61.6,1.0,16,13,7
skopsix,Complexity,Czech Republic,182,4914,2440,3153,637,45.3,0.5,0.64,0.13,62.3,1.02,24,25,11
Swiony,paiN,France,283,7358,4274,4730,1077,46.5,0.58,0.64,0.15,69.9,1.02,14,18,9
skrixzy,FaZe,Australia,345,8625,6404,5584,1443,51.1,0.74,0.65,0.17,74.5,0.95,25,32,15
Flong7,TYLOO,Ukraine,130,3510,2329,2129,555,52.2,0.66,0.61,0.16,70.6,0.92,11,14,8
dradezy,Astralis,Canada,331,7282,6313,4651,712,48.8,0.87,0.64,0.1,84.9,1.1,28,33,17
Prent1,Vitality,Argentina,126,3276,1960,2031,670,61.2,0.6,0.62,0.2,66.5,1.06,10,11,3
Trong1,Astralis,Argentina,234,4680,2868,3462,700,46.1,0.61,0.74,0.15,62.3,0.96,36,25,7
Shusho,Astralis,Denmark,169,3549,2128,2589,352,41.7,0.6,0.73,0.1,56.2,0.95,15,26,7
Zanto,Outsiders,Kazakhstan,462,11550,9154,6205,1644,52.9,0.79,0.54,0.14,89.0,1.18,98,24,29
Xrix5s,BIG,Russia,412,9888,8309,5627,363,50.9,0.84,0.57,0.04,88.6,1.21,42,33,53
grong7,SAW,Finland,497,9940,9175,5635,613,49.9,0.92,0.57,0.06,98.4,1.33,66,41,51
Zergz,Vitality,United States,409,9816,6119,5832,1605,46.5,0.62,0.59,0.16,80.5,1.09,33,25,23
drelt4k,Apeks,Russia,86,1978,1363,1206,349,36.9,0.69,0.61,0.18,69.3,0.97,9,6,3
frarn9,Virtus.pro,United States,361,9025,5011,5818,1048,41.3,0.56,0.64,0.12,63.4,0.77,47,76,32
brinkoo,paiN,Brazil,380,7980,6471,4853,1138,53.7,0.81,0.61,0.14,88.1,1.3,40,37,54
glark0,Vitality,Sweden,286,5720,2645,3981,731,31.8,0.46,0.7,0.13,63.2,0.84,25,42,0
Blrixoo,NIP,Finland,116,2668,1561,1771,307,47.1,0.59,0.66,0.12,73.3,0.85,8,12,3
frlexix,GamerLegion,Poland,114,2736,1723,1914,290,38.2,0.63,0.7,0.11,67.1,0.9,11,16,6
kant3r,Heroic,Sweden,92,2484,1682,1596,313,38.5,0.68,0.64,0.13,79.9,0.81,8,13,2
nelt,Vitality,Russia,311,8397,4401,6535,1480,41.3,0.52,0.78,0.18,59.9,0.88,38,35,16
Cllexz,Vitality,Ukraine,427,11956,7185,8425,1796,39.3,0.6,0.7,0.15,82.1,0.91,39,17,24
clell0,MOUZ,Bosnia,189,4158,3307,2197,500,56.1,0.8,0.53,0.12,98.0,1.25,20,16,24
Zops4k,Navi,Mongolia,225,4500,2708,3242,626,43.4,0.6,0.72,0.14,67.6,0.8,33,32,15
nace9,ENCE,Poland,179,5012,3000,3512,675,44.3,0.6,0.7,0.13,68.8,0.87,18,22,10
snink4k,Heroic,Sweden,345,7590,4645,4503,835,38.1,0.61,0.59,0.11,78.9,0.91,25,23,22
snulf4k,Outsiders,China,136,3536,2216,2205,638,45.0,0.63,0.62,0.18,68.0,1.04,9,11,6
Prarkoo,FURIA,Denmark,247,6669,4476,4396,823,49.7,0.67,0.66,0.12,62.8,0.91,32,32,12
glong,Apeks,Canada,149,3725,2067,2758,400,36.8,0.55,0.74,0.11,79.1,0.91,20,17,3
Blell9,GamerLegion,Poland,347,8328,5107,5907,893,43.5,0.61,0.71,0.11,61.8,0.81,63,34,1
Clant4k,Apeks,Denmark,131,3406,2490,2001,272,39.6,0.73,0.59,0.08,71.1,0.91,9,13,7
Blant9,G2,Netherlands,146,3504,2793,1826,295,47.4,0.8,0.52,0.08,90.5,1.38,20,10,8
Nrixix,paiN,Czech Republic,190,5510,3991,2573,353,57.9,0.72,0.47,0.06,94.4,1.14,30,17,12
cradeer,Apeks,France,429,9438,8088,6135,1126,56.3,0.86,0.65,0.12,82.4,1.2,50,25,40
nopsa,Fnatic,France,139,3753,1908,2545,423,42.6,0.51,0.68,0.11,70.6,0.82,10,21,2
Swost1,Outsiders,Belgium,196,4900,2753,3218,868,44.6,0.56,0.66,0.18,70.7,0.97,13,20,10
druno1,MOUZ,Norway,397,9528,4433,6777,778,40.5,0.47,0.71,0.08,66.2,0.86,62,48,13
swink1,Spirit,Argentina,117,2925,2362,1771,312,43.6,0.81,0.61,0.11,87.4,1.24,13,11,9
pradei,SAW,Estonia,312,6864,4428,4152,939,47.5,0.65,0.6,0.14,63.1,1.03,36,23,11
stazeix,Complexity,Bosnia,103,2163,1623,1066,98,49.8,0.75,0.49,0.05,84.2,1.29,13,6,11
Prumeoo,Lynn Vision,France,201,4824,3673,3101,1029,54.6,0.76,0.64,0.21,66.8,0.89,8,22,8
Greltie,Spirit,France,255,5610,3881,3407,583,49.7,0.69,0.61,0.1,82.0,0.92,18,24,11
stopsus,Spirit,Denmark,378,9828,8432,5458,862,56.2,0.86,0.56,0.09,92.2,1.2,35,38,41
NAF,Navi,Norway,257,5654,3635,3865,883,55.4,0.64,0.68,0.16,74.2,1.0,27,16,23
fliskix,MOUZ,France,269,6994,4463,4763,1135,47.6,0.64,0.68,0.16,74.6,1.02,18,20,11
Triko4k,Eternal Fire,Argentina,485,11640,10156,6626,1031,62.1,0.87,0.57,0.09,89.7,1.34,40,66,53
dulfa,TYLOO,Mongolia,457,10054,8305,6554,553,49.3,0.83,0.65,0.06,94.6,1.26,57,33,71
shenty,ENCE,Canada,67,2010,1030,1353,265,52.3,0.51,0.67,0.13,72.1,0.91,10,8,1
Skost,TheMongolz,Finland,412,10712,9168,6922,1264,60.0,0.86,0.65,0.12,70.0,1.17,67,38,22
kanto,ENCE,Norway,165,3960,3796,2143,313,56.4,0.96,0.54,0.08,84.6,1.22,21,11,7
blodoa,MOUZ,Germany,319,8294,5386,5046,1194,47.7,0.65,0.61,0.14,75.4,0.97,26,22,16
Trark1,GamerLegion,Canada,223,5798,4868,3444,599,58.0,0.84,0.59,0.1,86.3,1.19,27,17,17
Nlex7,Eternal Fire,Ukraine,279,6138,5142,3442,729,46.7,0.84,0.56,0.12,84.2,1.27,34,22,37
Snunooo,FaZe,Sweden,122,2928,1691,2048,569,44.0,0.58,0.7,0.19,65.1,0.98,19,15,6
pronger,NIP,Brazil,242,6050,3537,3534,1041,48.1,0.58,0.58,0.17,57.6,0.97,24,23,17
glvenzy,GamerLegion,Norway,394,9456,5929,5974,1650,44.9,0.63,0.63,0.17,65.3,1.12,19,32,15
Diskus,paiN,Czech Republic,311,7464,4799,4961,801,46.6,0.64,0.66,0.11,64.1,0.85,41,44,10
Clikoy,Virtus.pro,Russia,63,1386,774,888,182,46.7,0.56,0.64,0.13,72.5,0.81,6,10,5
crace,FURIA,Finland,95,2375,1182,1799,262,42.9,0.5,0.76,0.11,61.0,0.98,14,8,4
Doltoo,Eternal Fire,Netherlands,432,11232,7857,7104,1546,45.9,0.7,0.63,0.14,68.4,1.0,31,43,25
bropsie,Fnatic,United States,107,2354,2009,1409,249,45.0,0.85,0.6,0.11,87.9,1.35,16,11,10
Fluno7,FaZe,Finland,427,9821,7113,6330,1752,50.7,0.72,0.64,0.18,65.2,1.07,25,41,32
Grisko,ENCE,Estonia,100,2000,1101,1473,293,49.4,0.55,0.74,0.15,64.0,0.77,10,15,6
Nazeie,Vitality,Russia,280,6440,4753,3736,818,43.7,0.74,0.58,0.13,67.6,0.98,16,21,18
flacey,TYLOO,Finland,107,2461,1482,1753,357,36.1,0.6,0.71,0.15,70.6,0.82,17,15,7
Crume,Complexity,Ukraine,146,3650,2465,2365,623,48.9,0.68,0.65,0.17,70.1,0.97,10,12,7
Darno,Liquid,Netherlands,341,8184,5133,5955,1182,44.6,0.63,0.73,0.14,71.5,0.89,48,52,25
Dazex,OG,Estonia,310,6820,4436,4214,1158,46.1,0.65,0.62,0.17,64.4,1.04,29,29,12
broltus,Heroic,Mongolia,195,4485,2582,2845,675,39.6,0.58,0.63,0.15,59.7,0.87,34,16,4
Franti,FURIA,Russia,469,11725,9719,8148,1113,56.6,0.83,0.69,0.09,90.3,1.18,59,39,30
m0NESY,Cloud9,Estonia,232,6032,3654,4300,659,35.7,0.61,0.71,0.11,60.0,0.86,22,42,13
shelloo,Cloud9,Estonia,436,10464,8990,6240,556,62.7,0.86,0.6,0.05,94.8,1.21,63,35,40
crops5s,Outsiders,Canada,132,3432,2229,2255,448,50.8,0.65,0.66,0.13,57.4,0.95,8,8,9
kopso,Vitality,Turkey,210,5670,4445,3568,561,47.1,0.78,0.63,0.1,73.8,1.25,35,12,6
craze7,Eternal Fire,Czech Republic,376,9400,6066,6323,1387,49.9,0.65,0.67,0.15,65.3,1.03,30,28,18
Grelly,Apeks,Ukraine,399,9576,8120,5855,1130,48.9,0.85,0.61,0.12,85.3,1.36,31,27,33
Frume1,Monte,Netherlands,246,6396,4901,3861,962,49.0,0.77,0.6,0.15,64.2,0.96,9,20,15
blameF,SAW,Latvia,403,9269,6817,5676,1540,42.5,0.74,0.61,0.17,81.5,0.96,39,36,18
Crelta,G2,Ukraine,362,9412,5866,5960,1315,38.9,0.62,0.63,0.14,74.4,0.98,20,28,14
stentus,MIBR,Russia,396,8712,5119,6190,1084,42.0,0.59,0.71,0.12,59.9,0.72,37,54,14
drongy,FaZe,Poland,210,5040,3722,2392,508,57.4,0.74,0.47,0.1,101.5,1.18,34,16,10
Skodo7,Liquid,Denmark,380,8360,7259,4327,1206,59.0,0.87,0.52,0.14,81.7,1.3,43,28,34
Stink5s,SAW,France,326,7824,6417,3462,1023,62.7,0.82,0.44,0.13,96.8,1.34,47,26,29
Briko1,Apeks,Turkey,282,6768,5012,3906,585,53.4,0.74,0.58,0.09,84.9,1.18,34,28,30
Prost,Fnatic,Poland,245,7350,5605,4150,650,56.7,0.76,0.56,0.09,87.6,1.26,40,16,30
Zongi,BIG,France,297,7128,4589,4450,1143,45.6,0.64,0.62,0.16,79.9,1.03,31,21,16
graze1,GamerLegion,Brazil,130,3250,2539,2045,353,52.5,0.78,0.63,0.11,91.3,1.24,17,11,6
skyreoo,FURIA,China,214,4922,2105,3698,630,41.3,0.43,0.75,0.13,70.9,0.86,24,31,9
Swant1,MOUZ,Canada,109,2616,1561,1964,272,39.0,0.6,0.75,0.1,60.6,0.86,14,16,6
Trergi,Heroic,Denmark,378,9072,7666,5418,1040,48.9,0.85,0.6,0.11,87.4,1.15,57,20,46
Kinkx,FURIA,Mongolia,112,2464,2224,1285,342,52.2,0.9,0.52,0.14,87.8,1.23,13,9,14
grazezy,Vitality,Bosnia,211,4853,3295,3292,835,56.3,0.68,0.68,0.17,67.6,1.07,15,22,11
Shiskx,MIBR,Germany,355,9230,5187,5215,1432,49.1,0.56,0.57,0.16,73.2,1.01,32,38,12
trade5s,Lynn Vision,Netherlands,136,2992,2409,1416,376,66.0,0.81,0.47,0.13,89.2,1.16,16,6,7
Stisk4k,Monte,Czech Republic,476,10948,9843,7497,1334,64.4,0.9,0.68,0.12,79.1,1.44,66,17,31
Frergz,paiN,Brazil,282,7050,4798,4549,1003,55.2,0.68,0.65,0.14,68.2,0.83,34,32,0
drongoo,NIP,Kazakhstan,177,4602,2728,3097,544,51.9,0.59,0.67,0.12,69.4,0.97,34,12,4
dellz,Outsiders,Australia,123,2952,1933,1694,398,48.3,0.66,0.57,0.14,74.3,0.95,11,10,8
stink3r,ENCE,Canada,398,9950,6638,7167,761,35.3,0.67,0.72,0.08,78.0,0.88,51,60,3
kerg5s,Spirit,Denmark,267,6141,3883,3809,1026,45.6,0.63,0.62,0.17,82.0,1.11,24,22,16
Dongy,Imperial,Brazil,425,10625,8480,6236,858,45.3,0.8,0.59,0.08,81.0,1.3,66,34,59
glunozy,GamerLegion,Ukraine,414,9936,8770,5021,582,51.0,0.88,0.51,0.06,93.7,1.26,63,30,29
swace3r,G2,Turkey,87,2262,1571,1465,348,46.0,0.69,0.65,0.15,64.9,1.01,4,6,4
Drostoo,FURIA,Finland,344,8256,3879,5517,563,51.0,0.47,0.67,0.07,72.9,0.87,51,47,16
Nolter,Imperial,Bosnia,231,5082,3481,3491,843,48.8,0.69,0.69,0.17,68.6,0.91,24,24,16
Shisker,Navi,Czech Republic,372,8928,5525,6290,1039,39.3,0.62,0.7,0.12,72.6,0.81,49,48,17
Brodoz,Monte,Norway,372,7440,6181,3916,262,52.8,0.83,0.53,0.04,85.0,1.1,43,31,25
prarner,Heroic,Netherlands,233,5592,3251,3815,906,40.7,0.58,0.68,0.16,60.8,0.85,28,22,6
Snopsix,Astralis,Brazil,438,10950,7344,6597,1307,48.3,0.67,0.6,0.12,70.7,1.06,24,36,32
kantx,Fnatic,Belgium,320,7040,4498,4714,756,51.1,0.64,0.67,0.11,60.5,0.95,41,40,13
frosti,TYLOO,Argentina,421,8841,7766,5442,764,57.4,0.88,0.62,0.09,84.4,1.18,84,31,34
Flyreie,BIG,United States,166,4648,2954,2851,371,41.0,0.64,0.61,0.08,70.0,0.9,11,14,9
coldzera,TheMongolz,Bosnia,374,8602,6952,5036,1085,59.1,0.81,0.59,0.13,90.9,1.31,61,18,37
xellus,G2,Bosnia,103,2575,1331,1578,210,33.9,0.52,0.61,0.08,69.2,0.82,14,20,2
dongo,Cloud9,Argentina,211,5486,3432,3976,651,35.4,0.63,0.72,0.12,63.8,0.92,30,22,12
trushus,Vitality,Kazakhstan,207,4554,3176,2588,668,43.3,0.7,0.57,0.15,71.7,1.03,24,18,13
trodous,Astralis,Latvia,99,2574,1153,1822,347,36.9,0.45,0.71,0.13,58.7,0.92,8,10,3
Swodoy,Outsiders,Canada,231,6237,3938,4061,708,44.9,0.63,0.65,0.11,63.2,0.84,46,27,13
blanti,paiN,Sweden,158,3792,2437,2429,330,43.5,0.64,0.64,0.09,62.8,0.85,17,15,9
Grodozy,Cloud9,Finland,216,4968,3491,3189,940,47.1,0.7,0.64,0.19,81.5,1.04,19,19,16
xunoo,Outsiders,Denmark,406,10556,7134,5658,1832,52.3,0.68,0.54,0.17,65.7,1.03,37,36,12
Flarnus,Apeks,Australia,456,11856,8475,7284,566,47.1,0.71,0.61,0.05,91.2,1.28,62,53,45
Drento,G2,Australia,387,9675,7281,5209,824,60.9,0.75,0.54,0.09,95.2,1.37,71,40,33
blost7,Spirit,Belgium,304,6992,3737,5010,1063,46.3,0.53,0.72,0.15,61.6,0.8,40,38,24
Grinkx,FaZe,Argentina,238,4760,3775,3188,530,72.0,0.79,0.67,0.11,79.7,1.26,44,20,19
EliGE,Heroic,Denmark,396,9900,7621,6433,1296,46.2,0.77,0.65,0.13,67.9,1.0,26,29,25
xiskie,Astralis,Belgium,155,3875,3121,1860,116,48.2,0.81,0.48,0.03,88.4,1.25,25,15,9
Xlexz,Virtus.pro,Mongolia,383,9958,5950,6631,1320,46.0,0.6,0.67,0.13,70.1,0.84,48,59,18
skuno,Imperial,Brazil,413,9912,6432,6384,1492,57.3,0.65,0.64,0.15,83.6,0.97,31,39,4
snumea,Imperial,Kazakhstan,116,2552,2103,1486,179,48.7,0.82,0.58,0.07,106.2,1.28,17,5,11
Grisker,Astralis,Norway,345,8970,5034,6513,1153,46.9,0.56,0.73,0.13,71.2,0.89,62,53,14
Crven0,Liquid,Canada,267,6942,3702,5001,677,35.6,0.53,0.72,0.1,63.9,0.87,30,42,9
staceie,FURIA,France,459,11016,8639,6049,1440,47.3,0.78,0.55,0.13,91.1,1.28,81,25,29
shrixer,Complexity,Latvia,321,7704,6800,4755,718,54.7,0.88,0.62,0.09,89.9,1.1,47,30,21
prell9,SAW,Belgium,214,5564,2835,4313,736,46.6,0.51,0.78,0.13,70.3,0.8,26,29,5
Styreer,Lynn Vision,Turkey,77,1925,1443,1461,190,39.6,0.75,0.76,0.1,62.3,0.85,6,9,2
drerg3r,Navi,Argentina,359,7898,5083,5214,1161,39.5,0.64,0.66,0.15,80.4,1.12,30,42,27
grodo3r,Eternal Fire,Bosnia,412,11124,7713,7010,1601,50.8,0.69,0.63,0.14,79.8,0.98,31,30,25
Triko1,Cloud9,Sweden,122,2806,1434,1953,348,35.3,0.51,0.7,0.12,77.1,0.74,15,17,4
Darn0,FaZe,Latvia,271,7046,4186,5285,1046,53.1,0.59,0.75,0.15,67.4,0.84,41,39,10
Nelter,Lynn Vision,China,135,3510,3039,2141,316,62.4,0.87,0.61,0.09,86.7,1.21,13,8,6
kops5s,OG,Kazakhstan,258,6966,4270,4621,529,35.5,0.61,0.66,0.08,78.7,0.86,46,41,7
kadex,ENCE,Sweden,448,10304,7107,6545,1708,55.0,0.69,0.64,0.17,75.2,1.02,42,28,33
Fryreer,Imperial,Finland,394,11032,7719,6713,1163,41.4,0.7,0.61,0.11,72.0,0.96,42,39,23
grongx,GamerLegion,China,125,2875,1948,1994,352,41.1,0.68,0.69,0.12,67.5,0.94,19,15,4
Trulf0,Liquid,China,164,4428,3475,2481,632,44.4,0.78,0.56,0.14,84.2,1.28,16,16,9
huNter,Complexity,Germany,124,2976,1346,2137,404,39.8,0.45,0.72,0.14,60.3,0.91,10,20,7
Shion9,MOUZ,Bosnia,117,2691,1784,1644,532,50.2,0.66,0.61,0.2,77.7,0.98,9,9,6
flazezy,Imperial,Netherlands,190,4560,2592,3377,676,38.4,0.57,0.74,0.15,69.5,0.77,25,25,12
kostx,Apeks,Kazakhstan,285,6840,3571,3916,1119,38.0,0.52,0.57,0.16,67.1,0.96,17,24,18
Frrix3r,BIG,Estonia,245,5635,3356,3582,871,53.6,0.6,0.64,0.15,77.7,1.02,22,31,11
skyreo,Eternal Fire,Kazakhstan,230,5750,3428,3988,425,35.6,0.6,0.69,0.07,66.1,0.92,28,26,6
